NOME,PONTUACAO,COMENTARIO,LOCAL,TIPO,TEMPO_ESPERA,BUSCA_ID,tempo_min_minutos,tempo_max_minutos,tempo_min,tempo_max,latitude,longitude,Bairro,bairro
Legal Patas Pet Shop,4.3,70 comentários,"R. Carlos Vasconcelos, 1136 - Aldeota, Fortaleza - CE, 60115-170","Pet shop em Fortaleza, Ceará",,drive thru,,,,,-3.7317851,-38.5106998,Aldeota,
"Sodine Varejo Centro: Papelaria, Material de escritório, Informática, Fortaleza CE",4.2,439 comentários,"R. Floriano Peixoto, 230 - Centro, Fortaleza - CE, 60025-130","Loja de produtos de papelaria em Fortaleza, Ceará",20 min a 1 h,drive thru,20.0,20.0,0 days 00:20:00,0 days 00:20:00,-3.7244782,-38.5264229,Centro,
Clube de Tiro Rios Pro Tactical,5.0,30 comentários,"R. Barão do Rio Branco, 2286 - José Bonifacio, Fortaleza - CE, 60025-061","Loja de armas em Fortaleza, Ceará",,drive thru,,,,,-3.7381753,-38.5321839,José Bonifacio,
Nordeste celular Oficial,3.9,30 comentários,"R. Pedro 1, 715 - Centro, Fortaleza - CE, 60035-100","Loja de celulares em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
"Lider Peças Shineray Centro: Peças, Motos, Carenagem, em Fortaleza CE",4.5,45 comentários,"R. Gen. Clarindo de Queiroz, 770 - Loja 04 - Centro, Fortaleza - CE, 60035-130","Loja de peças para motocicletas em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Complexo Crocobeach,4.6,32.492 comentários,"Av. Clóvis Arrais Maia, 3125 - Praia Do Futuro, Fortaleza - CE, 60182-324",$$,,drive thru,,,,,-3.734037,-38.4554623,Praia Do Futuro,
Kiosk Hospitalar,5.0,3 comentários,"R. Barão do Rio Branco, 1921 - Centro, Fortaleza - CE, 60025-061","Loja de artigos hospitalares em Fortaleza, Ceará",,drive thru,,,,,-3.7351015,-38.5308298,Centro,
"Fort Tudo | Artigos de Decoração, Brinquedos, Utilidades, Bebê, Caça e Pesca em Fortaleza",4.4,3.908 comentários,"R. Gen. Sampaio, 1300 - Centro, Fortaleza - CE, 60020-031","Loja de departamento em Fortaleza, Ceará",20 min a 1 h,drive thru,20.0,20.0,0 days 00:20:00,0 days 00:20:00,-3.7296978,-38.532251,Centro,
SUPER SAFRA DISTRIBUIDORA DE ALIMENTOS EIRELI,4.3,3 comentários,"Rua Governador Sampaio, 338 - Centro, Fortaleza - CE, 60055-050","Atacadista em Fortaleza, Ceará",,drive thru,,,,,-3.7283116,-38.5244072,Centro,
Cake Mania By Adriana Pessoa,4.5,24 comentários,"Alameda Nadja, 334 - Quadra 8 - Cidade 2000, Fortaleza - CE, 60190-230",Confeitaria,,drive thru,,,,,,,Cidade 2000,
Boa Opção,4.8,5 comentários,"Rua Bárbara de Alencar, 310 - Centro, Fortaleza - CE, 60140-000","Loja de calçado em Fortaleza, Ceará",,drive thru,,,,,-3.7362015,-38.5195814,Centro,
COMFER - Material de Construção no Centro de Fortaleza,4.7,7 comentários,"R. Pinto Madeira, 11 - Centro, Fortaleza - CE, 60150-000","Loja de materiais de construção em Fortaleza, Ceará",,drive thru,,,,,-3.7307645,-38.5249079,Centro,
Bolos confeitados - Bolos em fortaleza - Kátia Silva Cakes - Fortaleza (CE),5.0,6 comentários,"R. Marconi, 85 - Farias Brito, Fortaleza - CE, 60015-190",Confeitaria,,drive thru,,,,,-3.7354049,-38.5401592,Farias Brito,
Folha Leve,4.6,54 comentários,"Av. Alberto Nepomuceno, 113 - loja 56 - Centro, Fortaleza - CE, 60030-010","Loja de moda feminina em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
"Talismã Essências: Perfume, Difusores, Óleos Essenciais, Perfumaria, Fortaleza CE",4.7,32 comentários,"R. Pedro 1, 725 - Centro, Fortaleza - CE, 60035-100","Perfumaria em Fortaleza, Ceará",25 min,drive thru,25.0,25.0,0 days 00:25:00,0 days 00:25:00,,,Centro,
Lili Bolsas,4.4,51 comentários,"R. Major Facundo, 434a - Centro, Fortaleza - CE, 60025-100","Loja de malas e bolsas em Fortaleza, Ceará",15 min a 1 h,drive thru,15.0,15.0,0 days 00:15:00,0 days 00:15:00,-3.7282993,-38.5280698,Centro,
Casa Fátima,4.4,249 comentários,"R. Liberato Barroso, 41 - Centro, Fortaleza - CE, 60030-160","Armarinho em Fortaleza, Ceará",15 min,drive thru,15.0,15.0,0 days 00:15:00,0 days 00:15:00,-3.7285786,-38.5279711,Centro,
Digital Fotos,4.7,61 comentários,"R. Sen. Pompeu, 1391 - Centro, Fortaleza - CE, 60025-001","Loja de artigos para fotografia em Fortaleza, Ceará",20 min,drive thru,20.0,20.0,0 days 00:20:00,0 days 00:20:00,,,Centro,
DISTRIBUIDORA TROPICAL PNEUS(VENDAS ATACADO),4.4,25 comentários,"Rua 24 de Maio, 1115 - Centro, Fortaleza - CE, 60020-001","Serviço de distribuição em Fortaleza, Ceará",,drive thru,,,,,-3.7313679,-38.5332236,Centro,
GoldenKap,4.8,82 comentários,"Rua Gervásio Gurgel, 23 - Centro, Fortaleza - CE, 60060-100","Loja de tapetes em Fortaleza, Ceará",,drive thru,,,,,-3.7324559,-38.5221369,Centro,
Elétrica Fortaleza,5.0,3 comentários,"R. Pedro 1, 639 - Centro, Fortaleza - CE, 60035-100","Loja de materiais elétricos em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Catedral Tecidos,4.5,417 comentários,"Rua General Bezerril, 48 - Centro, Fortaleza - CE, 60055-100","Loja de tecidos em Fortaleza, Ceará",25 min a 1 h,drive thru,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.7238377,-38.5254115,Centro,
Moto Bonas,4.1,27 comentários,"Rua 24 de Maio, 1162 - Centro, Fortaleza - CE, 60020-001","Loja de peças para motocicletas em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Herbalife Fortaleza,5.0,Um comentário,"R. José Gomes de Moura, 91 - José Bonifacio, Fortaleza - CE, 60040-010","Loja de vitaminas e suplementos em Fortaleza, Ceará",,drive thru,,,,,-3.7374653,-38.525115,José Bonifacio,
Jô Case,3.8,4 comentários,"R. Barão do Rio Branco, 952 - Centro, Fortaleza - CE, 60025-060","Loja de celulares em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Ópticas Itamaraty- Centro Fortaleza,4.9,329 comentários,"R. Liberato Barroso, 17 - Centro, Fortaleza - CE, 60030-160","Ótica em Fortaleza, Ceará","25 min a 1,5 h",drive thru,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.7285949,-38.5277272,Centro,
Complexo Crocobeach,4.6,32.492 comentários,"Av. Clóvis Arrais Maia, 3125 - Praia Do Futuro, Fortaleza - CE, 60182-324",$$,,drive thru,,,,,,,Praia Do Futuro,
Prefeitura Municipal de Fortaleza | Paço Municipal,3.7,144 comentários,"Rua São José, 01 - Centro, Fortaleza - CE, 60060-170","Prefeitura em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
"Anmap Metais: Fita Nylon, Fivela, Rebite, Mosquetao, Acessorios PET, Fortaleza CE",5.0,138 comentários,"R. Sen. Alencar, 760 - Centro, Fortaleza - CE, 60030-050","Loja de suprimentos para animais de estimação em Fortaleza, Ceará",15 min,drive thru,15.0,15.0,0 days 00:15:00,0 days 00:15:00,,,Centro,
Senhorita Pink,,,"Rua São José, 84 - Banca 177 - Centro, Fortaleza - CE, 60060-170",,,drive thru,,,,,,,Centro,
Infortudo,4.6,13 comentários,"Rua Perboyre e Silva, 60 - Centro, Fortaleza - CE, 60030-200","Loja de informática em Fortaleza, Ceará",,drive thru,,,,,-3.7289236,-38.5269172,Centro,
Galeria Itália,5.0,7 comentários,"Rua General Bezerril 706, R. Edgar Borges, 77 - Centro, Fortaleza - CE, 60055-100","Loja de moda feminina em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Edson Livros,4.5,2 comentários,"Rua General Bezerril, 390 - Centro, Fortaleza - CE, 60055-100","Livraria em Fortaleza, Ceará",,drive thru,,,,,-3.7267747,-38.5266069,Centro,
CABEMCE - Caixa Beneficente dos Militares do Ceará,4.1,60 comentários,"Av. Domingos Olímpio, 1589 - Farias Brito, Fortaleza - CE, 60015-103","Assistente social em Fortaleza, Ceará",,drive thru,,,,,-3.7348523,-38.5375233,Farias Brito,
Master Clinica,5.0,4 comentários,"Rua Pedro Pereira 460 sala 308 3* Andar - Centro, Fortaleza - CE, 60035-000","Clínica oftalmológica em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Livraria 4 Idiomas,3.9,51 comentários,"Praça dos Leões - Rua General Bezerril, 396 - Centro, Fortaleza - CE, 60055-100","Livraria em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
KSA Conceito,5.0,32 comentários,"R. Andrade Furtado, 2530 - Manuel Dias Branco, Fortaleza - CE, 60191-345","Loja de roupa em Fortaleza, Ceará",,drive thru,,,,,-3.7499574,-38.4672218,Manuel Dias Branco,
Rey Cell,4.9,19 comentários,"Loja 05 - Mercadão Shopping, Rua 24 de Maio, 411 - Centro, Fortaleza - CE, 60020-000","Loja de celulares em Fortaleza, Ceará",10 min,drive thru,10.0,10.0,0 days 00:10:00,0 days 00:10:00,,,Centro,
Dulare Móveis e Eletros,1.4,70 comentários,"R. Barão do Rio Branco, 1189 - Centro, Fortaleza - CE, 60025-060","Loja de móveis em Fortaleza, Ceará",,drive thru,,,,,-3.7288088,-38.5287954,Centro,
Flávio Pulseiras e Fornituras,4.2,61 comentários,"Galeria Pedro Jorge, R. Sen. Pompeu, 834 - Loja 33 - Centro, Fortaleza - CE, 60025-000","Loja de variedades em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Yexb Jeans,,,"Av. Visconde do Rio Branco, 1592 - Centro, Fortaleza - CE, 60055-170",,,drive thru,,,,,-3.7348677,-38.5246115,Centro,
"Anmap Sintéticos: Fivelas, Aviamentos, Fitas para alças, Carpete, Fortaleza CE",5.0,117 comentários,"Av. Tristão Gonçalves, 199 - Centro, Fortaleza - CE, 60015-000","Loja de artigos de couro em Fortaleza, Ceará",,drive thru,,,,,-3.7236639,-38.5320045,Centro,
Ponto Das Crianças,4.9,19 comentários,"R. Edgar Borges, 28 - Centro, Fortaleza - CE, 60050-000","Loja para bebê em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Miranda biju,5.0,Um comentário,"R. Sobral, 160 - loja 59 - Centro, Fortaleza - CE, 60030-030","Loja de acessórios de moda em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
"Irmão Luis Conserto de Óculos: Armação, Haste, Perna, Centro, Fortaleza CE",4.9,17 comentários,"R. Guilherme Rocha, 253 - 8º andar - Centro, Fortaleza - CE, 60030-140","Ótica em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Groaíras Variedades,4.6,14 comentários,"R. Gen. Sampaio, 599 - Centro, Fortaleza - CE, 60020-030","Loja de variedades em Fortaleza, Ceará",,drive thru,,,,,-3.723901,-38.5296343,Centro,
Óculos Atípico,3.8,6 comentários,"Rua Barão do Rio Branco 1182 Shopping Camelo 2 - Centro, Fortaleza - CE, 60025-060","Ótica em Fortaleza, Ceará",15 min,drive thru,15.0,15.0,0 days 00:15:00,0 days 00:15:00,,,Centro,
SM DANI,,,"Av. Visconde do Rio Branco, 1605 - Centro, Fortaleza - CE, 60055-170",,,drive thru,,,,,-3.7348073,-38.5242288,Centro,
Arrasa Pet - Fabricante De Acessórios Pet,4.6,10 comentários,"R. Sen. Pompeu, 856 - loja 90 - Centro, Fortaleza - CE, 60025-000","Pet shop em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Trok Tok Musical,4.6,602 comentários,"R. Pedro Pereira, 604 - Centro, Fortaleza - CE, 60035-000","Loja de instrumentos musicais em Fortaleza, Ceará",15 min a 1 h,drive thru,15.0,15.0,0 days 00:15:00,0 days 00:15:00,-3.7288341,-38.5307402,Centro,
"Anmap Borracha: Tatame, EVA, Grama Sintetica, Piso Emborrachado, Fortaleza CE",5.0,136 comentários,"R. Sen. Alencar, 652 - Centro, Fortaleza - CE, 60030-050","Fornecedor de produtos de borracha em Fortaleza, Ceará",20 min,drive thru,20.0,20.0,0 days 00:20:00,0 days 00:20:00,,,Centro,
Casa Católica - Artigos Religiosos,4.7,16 comentários,"R. Major Facundo, 353 - Centro, Fortaleza - CE, 60025-100","Loja de artigos religiosos em Fortaleza, Ceará",,drive thru,,,,,-3.7262205,-38.5272629,Centro,
Nacional Dental,4.5,116 comentários,"Rua: Marcondes Pereira, 550 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60130-060","Loja em Fortaleza, Ceará",15 min,drive thru,15.0,15.0,0 days 00:15:00,0 days 00:15:00,-3.7478499,-38.5124834,Joaquim Távora,Joaquim Távora
Perfil Molduras | Quadros e Espelhos em Fortaleza,4.7,422 comentários,"R. Vinte e Cinco de Março, 375 - Centro, Fortaleza - CE, 60060-120","Loja de molduras em Fortaleza, Ceará",15 min,drive thru,15.0,15.0,0 days 00:15:00,0 days 00:15:00,,,Centro,
Megacell Fortaleza,,,"Barão do rio Branco 1121, R. Liberato Barroso, 131, Fortaleza - CE, 60025-060",,,drive thru,,,,,,,"Barão Do Rio Branco 1121, R. Liberato Barroso, 131",
Distribuidora Lisboa,4.1,23 comentários,"Distribuidora Lisboa - R. Visc. Sabóia, 116 - Centro, Fortaleza - CE, 60030-090","Depósito em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Tele Eletrônica Som e Instrumentos Musicais,4.5,939 comentários,"R. Pedro Pereira, 518 - Centro, Fortaleza - CE, 60035-000","Loja de instrumentos musicais em Fortaleza, Ceará",20 min a 1 h,drive thru,20.0,20.0,0 days 00:20:00,0 days 00:20:00,-3.7290997,-38.529987,Centro,
Almeida Costura,4.9,295 comentários,"R. Pedro 1, 587 - Centro, Fortaleza - CE, 60035-100","Loja de máquinas de costura em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Espaço Herbalife Nutrition - @EVSSETPLUS,5.0,2 comentários,"Edifício Palácio Progresso - R. Pedro Borges, 33 - 3° andar sala 303 - Centro, Fortaleza - CE, 60055-110",Casa de chá,,drive thru,,,,,,,Centro,
"Fortaleza, Ceará",,,"Rodolfo Teófilo, Fortaleza - CE, 60430-120",,,drive thru,,,,,-3.746289,-38.5499015,Rodolfo Teófilo,
"ÓPTICA SUPER VISION - Óculos de grau, Lentes de Contato e Exame de Vista.",5.0,13 comentários,"R. Pedro Pereira, 460 - sala 314, 3ºandar - Centro, Fortaleza - CE, 60035-000","Ótica em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Fortaleza Ceará,,,"R. K Lt Cidade Verde, 63 - São Bento, Fortaleza - CE, 60875",,,drive thru,,,,,,,São Bento,
Fortaleza Ceará,,,"Rua Nossa Senhora de Fátima, 1827 - Canindezinho, Fortaleza - CE, 60731-455",,,drive thru,,,,,-3.8193258,-38.6148754,Canindezinho,
Bellatex,4.7,96 comentários,"Avenida Imperador, 666 - Centro, Fortaleza - CE, 60015-050","Loja de tecidos em Fortaleza, Ceará",20 min a 1 h,drive thru,20.0,20.0,0 days 00:20:00,0 days 00:20:00,-3.7257886,-38.5340832,Centro,
Dental Fortaleza Ltda,4.6,13 comentários,"Rua do Rosário, 46 - Centro, Fortaleza - CE, 60055-090","Loja de produtos odontológicos em Fortaleza, Ceará",,drive thru,,,,,-3.7279801,-38.5265029,Centro,
ÓTICA DIGITAL,4.8,4 comentários,"R. da Assunção, 517 - José Bonifacio, Fortaleza - CE, 60050-010","Ótica em Fortaleza, Ceará",,drive thru,,,,,-3.7347071,-38.5284388,José Bonifacio,
Wlb Adesivos,4.0,65 comentários,"rua general clarindo de queiroz 862, R. Gen. Clarindo de Queiroz, 976 - Centro, Fortaleza - CE, 60035-130","Loja de peças para motocicletas em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Center Suplementos,4.6,82 comentários,"R. Barão do Rio Branco, 1737 - Centro, Fortaleza - CE, 60025-061",Loja de vitaminas e suplementos,,drive thru,,,,,-3.7335117,-38.530283,Centro,
Oliveira Água,,,"R. Barão de Aratanha, 438 - José Bonifacio - Centro, Fortaleza - CE, 60050-071",,,drive thru,,,,,-3.7367232,-38.5278588,Centro,
Ótica Safira Conceito,5.0,2 comentários,"R. Pedro Pereira, 491 - Centro, Fortaleza - CE, 60035-000","Ótica em Fortaleza, Ceará",,drive thru,,,,,-3.7293873,-38.5298564,Centro,
Miss Justi / Loja infantil / Centro Fashio Fortaleza,5.0,2 comentários,"Avenida Filomeno Gomes, 4030. Setor Azul, Rua Governador Sampaio, 1155 - Jacarecanga, Fortaleza - CE, 60010-280","Loja de moda infantil em Fortaleza, Ceará",,drive thru,,,,,,,Jacarecanga,
Óculos em Foco Centro,5.0,194 comentários,"R. Barão do Rio Branco, 1236 - Sala 308 - Centro, Fortaleza - CE, 60025-060","Ótica em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Vilmar Motos,4.3,114 comentários,"R. Gen. Clarindo de Queiroz, 1000 - Centro, Fortaleza - CE, 60035-130","Loja de peças para motocicletas em Fortaleza, Ceará",20 min,drive thru,20.0,20.0,0 days 00:20:00,0 days 00:20:00,-3.7316369,-38.5330243,Centro,
WL Móveis & Colchões,5.0,5 comentários,"R. Edgar Borges, 81 - Centro, Fortaleza - CE, 60050-000","Loja de móveis em Fortaleza, Ceará",,drive thru,,,,,-3.729807,-38.5271279,Centro,
mendes moda fitnnes,,,"R. Franklin Távora - Centro, Fortaleza - CE, 60150-110",,,drive thru,,,,,-3.7303551,-38.5204858,Centro,
"Lima Ateliê: Serviços de Bordado, Tecidos, Aviamentos e Artesanato",4.1,7 comentários,"R. Pedro 1, 618 - Centro, Fortaleza - CE, 60035-100","Loja de bordados em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Ótica Ágape,5.0,5 comentários,"R. Pedro Pereira, 208 - Centro, Fortaleza - CE, 60035-000","Ótica em Fortaleza, Ceará",,drive thru,,,,,-3.729976,-38.5274109,Centro,
Fortaleza Hospitalar,4.5,16 comentários,"R. Barão do Rio Branco, 1889 - Centro, Fortaleza - CE, 60025-062","Loja de artigos hospitalares em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Carimbos Automáticos Carimbos Madeira em Geral,5.0,Um comentário,"ao Lado do Bradesco dos Peixinhos, R. Barão do Rio Branco, 1302 - Centro, Fortaleza - CE, 60000-000","Loja de móveis para escritório em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Itibaby,4.4,18 comentários,"R. Edgar Borges, 54 - Centro, Fortaleza - CE, 60050-000","Loja infantil em Fortaleza, Ceará","25 min a 1,5 h",drive thru,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.7295557,-38.527176,Centro,
Armarinho em Fortaleza | Cia do Ziper - Centro - Fortaleza-CE,,,"R. Pedro 1, 596 - Centro, Fortaleza - CE, 60035-100",,,drive thru,,,,,,,Centro,
Beiramar Tintas Ltda,4.9,32 comentários,"Av. Dom Manuel, 1096 - Centro, Fortaleza - CE, 60060-091","Loja de tintas em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Narciso Enxovais,4.2,120 comentários,"R. Gen. Sampaio, 1003 - Centro, Fortaleza - CE, 60020-030","Loja de artigos domésticos em Fortaleza, Ceará",15 min,drive thru,15.0,15.0,0 days 00:15:00,0 days 00:15:00,-3.7274151,-38.5306248,Centro,
SCOTCH a marca do gato,,,"Rua Governador Sampaio, n 125 - Centro, Fortaleza - CE, 60055-050",,,drive thru,,,,,,,Centro,
Power EPI,4.2,34 comentários,"Av. Domingos Olímpio, 230 - José Bonifacio, Fortaleza - CE, 60060-360","Loja em Fortaleza, Ceará",20 min,drive thru,20.0,20.0,0 days 00:20:00,0 days 00:20:00,-3.7378102,-38.5264671,José Bonifacio,
UpGrade Representações,5.0,Um comentário,"R. Bento Albuquerque, 2300 - Cocó, Fortaleza - CE, 60192-050","Loja de autopeças em Fortaleza, Ceará",,drive thru,,,,,-3.7475486,-38.47143,Cocó,
MAG Móveis Corporativos,4.6,42 comentários,"Av. Dom Manuel, 1180 - Centro, Fortaleza - CE, 60060-091","Loja de móveis para escritório em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Potência Suplementos,5.0,5 comentários,"Alameda das Bogaris, 320 - Quadra 31 - Cidade 2000, Fortaleza - CE, 60190-220","Loja em Fortaleza, Ceará",,drive thru,,,,,,,Cidade 2000,
Joias no centro de Fortaleza,5.0,5 comentários,"edifício palácio do sol - Rua Solon Pinheiro, 116 - Centro, Fortaleza - CE, 60050-040","Joalheria especializada em itens personalizados em Fortaleza, Ceará",,drive thru,,,,,-3.7313976,-38.5267907,Centro,
Ramos Construir - Pedro I,4.6,19 comentários,"Rua Pedro I n,658, Fortaleza - CE, 60035-100","Loja de materiais de construção em Fortaleza, Ceará",,drive thru,,,,,,,"Rua Pedro I N,658",
Ceara,1.0,Um comentário,"R. Joaquim Alves - Meireles, Fortaleza - CE, 60060-330","Mercado em Fortaleza, Ceará",,drive thru,,,,,-3.7221134,-38.5114143,Meireles,
Master Lentes,5.0,Um comentário,"R. Pedro Pereira, 460 - Sala 309 - Centro, Fortaleza - CE, 60035-000","Ótica em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
LN Material Grafico,4.7,6 comentários,"R. da Assunção, 420 - Centro, Fortaleza - CE, 60712-020","Loja em Fortaleza, Ceará",,drive thru,,,,,-3.7337586,-38.5286512,Centro,
SESI Parangaba,,,"Av. João Pessoa, 6754 - Parangaba, Fortaleza - CE, 60721-340","Clube em Fortaleza, Ceará",,drive thru,,,,,-3.7682401,-38.5623447,Parangaba,
Óticas Baratão dos Óculos,5.0,59 comentários,"R. Pedro Pereira, 170 - Centro, Fortaleza - CE, 60035-000","Ótica em Fortaleza, Ceará",,drive thru,,,,,-3.7292272,-38.529923,Centro,
Bazardasfestas,,,"R. Edgar Borges, 40 - Centro, Fortaleza - CE, 60050-000",,15 min,drive thru,15.0,15.0,0 days 00:15:00,0 days 00:15:00,-3.7295557,-38.527176,Centro,
Hotel Excelsior,4.5,38 comentários,"R. Guilherme Rocha, 172 - Centro, Fortaleza - CE, 60030-140","Atração turística em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
D Prado Distribuidora de Armações,,,"Condomínio Edifício Alvorada - Rua Perboyre e Silva, 111 - 4° andar, sala 408 - Centro, Fortaleza - CE, 60030-200",,,drive thru,,,,,,,Centro,
Loja das Clínicas - Fortaleza,4.0,4 comentários,"R. Barão do Rio Branco, 1899 - Panamericano, Fortaleza - CE, 60025-061","Loja de artigos hospitalares em Fortaleza, Ceará",,drive thru,,,,,,,Panamericano,
Ceará,5.0,Um comentário,"Av. Washington Soares, 999 - Edson Queiroz, Fortaleza - CE, 60811-341","Agência de turismo em Fortaleza, Ceará",,drive thru,,,,,-3.7645321,-38.4804211,Edson Queiroz,
Loja Luz do Dia,4.0,Um comentário,"R. Pedro 1, 723 - Centro, Fortaleza - CE, 60035-100","Loja de materiais elétricos em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Ursula Arte Reborn,,,"MORADA NOVA, CE, 60025-140",,,drive thru,,,,,-5.1076699,-38.3727852,140,
fortaleza ceará,,,"R. Rio Araguaia, 722 - Jardim Iracema, Fortaleza - CE, 60340-000",,,drive thru,,,,,-3.7223643,-38.5819803,Jardim Iracema,
Family Skateboard Shop - Centro,,,"R. dos Tabajaras, 544 - Praia de Iracema, Fortaleza - CE, 60060-510",,,drive thru,,,,,,,Praia De Iracema,
Império Suplementos,,,"Av. Duque de Caxias, 701 - Centro, Fortaleza - CE, 60035-110",,,drive thru,,,,,-3.7316503,-38.5307641,Centro,
Ferrovia Ótica,4.8,4 comentários,"R. Pedro Pereira, 213 - Centro, Fortaleza - CE, 60035-000","Ótica em Fortaleza, Ceará",,drive thru,,,,,-3.7301254,-38.527454,Centro,
"Otica Mb vision óculos de grau alianças, lentes de contatos",5.0,Um comentário,"R. Pedro Pereira, 218 B - Centro, Fortaleza - CE, 60035-000","Ótica em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
